id,name,address,city,state,zip,lat,lng,region,type,sheets,sharpening,food,livebarn,wifi,parking,locker_rooms,on_site_shops,price_public_skate,price_stick_puck,price_dropin,registration_label,registration_url,website,seating_type,viewing,accessible,spectator_notes,facebook_url,instagram_url,tiktok_url,photo_url,claimed,phone,email,skate_rentals,year_round,notes
673,Carolina Ice Palace,4705 South Blvd,Charlotte,NC,28217,35.1664,-80.8764,Charlotte Metro,Indoor,1,,concessions,,,Free,,,,,,Charlotte Hockey,,https://carolinaicepalace.com,,,,,,,,,FALSE,(704) 527-2311,,TRUE,TRUE,Single NHL sheet at South Blvd location. Public skate and clinics. Confirmed active.
674,Extreme Ice Center,4705 Indian Trail Fairview Rd,Indian Trail,NC,28079,35.0684,-80.6504,Charlotte Metro,Indoor,2,,concessions,,,Free,,,,,,Charlotte area hockey,,https://xicenter.com,,,,,,,,,FALSE,(704) 882-1830,,TRUE,TRUE,"Charlotte's largest ice skating facility. Two NHL sheets. Public skate, learn to skate, figure skating, hockey leagues, camps."
675,Greensboro Ice House,6119 Landmark Center Blvd,Greensboro,NC,27407,36.0594,-79.8884,Piedmont Triad,Indoor,1,,concessions,,,Free,,,,,,Greensboro Hockey,,https://greensboroice.com,,,,,,,,,FALSE,(336) 852-1515,,TRUE,TRUE,Single NHL sheet. Public skate and youth hockey.
676,Orange County Sportsplex Ice Rink,101 Meadowlands Dr,Hillsborough,NC,27278,36.0604,-79.0944,Raleigh-Durham Metro,Indoor,1,,concessions,,,Free,,,,,,Orange County Hockey,,https://oc-sportsplex.com,,,,,,,,,FALSE,(919) 644-0339,,TRUE,TRUE,Single NHL sheet. Public skate and youth hockey.
677,Pineville Ice House,400 Towne Centre Blvd,Pineville,NC,28134,35.0834,-80.8854,Charlotte Metro,Indoor,1,,concessions,,,Free,,TRUE,,,,Charlotte Hockey,,https://www.pinevilleice.com,,,,,,,,,FALSE,(704) 889-9000,,TRUE,TRUE,"NHL-size sheet. Open since 1995. Year-round hockey, figure skating, recreational skating, adult leagues, youth leagues, skating and hockey classes, summer camps. Pro shop, snack bar with beer and wine."
678,Raleigh IcePlex,2601 N Raleigh Blvd,Raleigh,NC,27604,35.8144,-78.6004,Raleigh-Durham Metro,Indoor,1,,concessions,,,Free,,,,,,Raleigh Hockey,,https://raleighiceplex.com,,,,,,,,,FALSE,(919) 878-9002,,TRUE,TRUE,Single NHL sheet. Public access and clinics. Operated by Polar Ice.
679,Wake Competition Center Ice,111 S Rogers Ln,Morrisville,NC,27560,35.8274,-78.8254,Raleigh-Durham Metro,Indoor,2,,concessions,,,Free,,TRUE,,,,Carolina Hurricanes / Jr. Hurricanes,,https://wakecompetitioncenter.com/ice,,,TRUE,,,,,,FALSE,(919) 646-5400,,TRUE,TRUE,"115,000 sq ft. Two NHL sheets, 1,700+ seats. Official practice facility of the Carolina Hurricanes (NHL). Home of Jr. Hurricanes. Operated by Polar Ice. Named Invisalign Arena per naming rights. Locker rooms, equipment rooms, coaches' offices, workout space."
680,Wilmington Ice House,7201 Ogden Business Ln,Wilmington,NC,28411,34.2924,-77.8184,Coastal North Carolina,Indoor,1,,concessions,,,Free,,,,,,Wilmington Hockey,,https://wilmingtonice.com,,,,,,,,,FALSE,(910) 686-1987,,TRUE,TRUE,"Single NHL sheet. Public skate, camps, clinics."
681,Bottineau Community Arena,115 6th St W,Bottineau,ND,58318,48.8274,-100.4474,North Central North Dakota,Indoor,1,,,,,Free,,,,,,Bottineau Hockey,,https://bottineauparkboard.com,,,,,,,,,FALSE,(701) 228-3711,,,TRUE,Community rink.
682,Burdick Arena,501 14th Ave NW,Devils Lake,ND,58301,48.1204,-98.8694,Northeast North Dakota,Indoor,1,,,,,Free,,,,,,Devils Lake Hockey,,https://dlparkboard.org,,,,,,,,,FALSE,(701) 662-8243,,,TRUE,Community rink. Youth hockey.
683,Capital Ice Complex,1504 Wichita Dr,Bismarck,ND,58504,46.7864,-100.7604,Bismarck-Mandan Metro,Indoor,2,,,,,Free,,,,,,Bismarck Parks Hockey,,https://bisparks.org,,,,,,,,,FALSE,(701) 751-7487,,,TRUE,Bismarck Parks District. Two sheets (Schafer + Wachter arenas).
684,Centennial Center,523 Hill Ave,Grafton,ND,58237,48.4164,-97.4124,Northeast North Dakota,Indoor,1,,,,,Free,,,,,,Grafton Hockey,,https://graftonparks.com,,,,,,,,,FALSE,(701) 352-1842,,,TRUE,Community rink. Youth hockey.
685,Farmers Union Insurance Arena,807 30th Ave N,Fargo,ND,58102,46.9074,-96.7934,Fargo-Moorhead Metro,Indoor,1,,,,,Free,,,,,,Fargo Youth Hockey,,https://fargohockey.org,,,,,,,,,FALSE,(701) 232-9225,,,TRUE,Community rink. Home of Fargo Youth Hockey Association.
686,Hazen All Seasons Arena,408 4th Ave NE,Hazen,ND,58545,47.3004,-101.6224,Central North Dakota,Indoor,1,,,,,Free,,,,,,Hazen Hockey,,https://hazenparks.com,,,,,,,,,FALSE,(701) 748-2550,,,TRUE,Community rink.
687,ICON Sports Center,1060 47th Ave S,Grand Forks,ND,58201,47.8884,-97.0464,Grand Forks,Indoor,2,,concessions,,,Free,,,,,,Grand Forks Youth Hockey,,https://gfparks.org,,TRUE,TRUE,,,,,,FALSE,(701) 746-2750,,,TRUE,"91,500 sq ft. Two USA Hockey sanctioned rinks. 10 team locker rooms, 410 spectator seats per rink. Grand Forks Park District. Co-hosted 2016 IIHF Men's U18 World Championship. LiveCam at Red Pepper Hockey Cam."
688,John E. Carlson Coliseum,4300 19th Ave N,Fargo,ND,58102,46.9154,-96.8454,Fargo-Moorhead Metro,Indoor,1,,,,,Free,,,,,,Fargo Parks Hockey,,https://fargoparks.com,,,,,,,,,FALSE,(701) 446-4040,,,TRUE,Fargo Parks District facility. Public skate and youth hockey.
689,Maysa Arena,2501 W Burdick Expy,Minot,ND,58701,48.2214,-101.3244,Minot,Indoor,3,,concessions,,,Free,,,,,,Minot Minotauros (NAHL) / Minot Hockey,,https://minotparks.com,,,,,,,,,FALSE,(701) 857-1544,,,TRUE,Minot Parks District. Three NHL sheets. Major western ND facility. Home of Minot Minotauros (NAHL).
690,Purpur Arena,1122 7th Ave S,Grand Forks,ND,58201,47.9034,-97.0444,Grand Forks,Indoor,1,,,,,Free,,,,,,Grand Forks Parks Hockey,,https://gfparks.org,,,,,,,,,FALSE,(701) 746-2750,,,TRUE,Grand Forks Park District. Public skate and community hockey.
691,Ralph Engelstad Arena – Community Rinks,1 Ralph Engelstad Arena Dr,Grand Forks,ND,58203,47.9254,-97.0714,Grand Forks,Indoor,2,,concessions,,,Paid,,TRUE,,,,UND Fighting Hawks (NCAA D1),,https://theralph.com,seats,,TRUE,,,,,,FALSE,(701) 777-4167,,,TRUE,"Two community/practice sheets (Olympic + Practice rinks) attached to the main UND arena. Host youth hockey, public skate, camps/clinics, tournaments. The main 11,568-seat NCAA D1 bowl is excluded (no public access). Named 'Taj Mahal of hockey.'"
692,Raymond Family Community Center,1002 11th St W,Williston,ND,58801,48.1474,-103.6424,Western North Dakota,Indoor,2,,,,,Free,,,,,,Williston Hockey,,https://willistonparks.com,,,,,,,,,FALSE,(701) 774-9773,,,TRUE,Williston Parks District. Two NHL sheets. Indoor and outdoor rink on-site.
693,Rough Rider Center,2209 Wolves Den Pkwy,Watford City,ND,58854,47.8024,-103.2784,Western North Dakota,Indoor,1,,concessions,,,Free,,,,,,Watford City Hockey,,https://roughridercenter.com,,,,,,,,,FALSE,(701) 842-3665,,,TRUE,Multipurpose complex. Single NHL sheet.
694,Scheels Arena,5225 31st Ave S,Fargo,ND,58104,46.8404,-96.8624,Fargo-Moorhead Metro,Indoor,1,,concessions,,,Free,,,,,,Fargo Force (USHL),,https://scheelsarena.com,seats,,TRUE,,,,,,FALSE,(701) 356-7656,,,TRUE,"5,000-seat multipurpose arena. Home of Fargo Force (USHL). Opened 2008, renamed Scheels Arena 2010. Part of Sanford Health Athletic Park. Hosts high school hockey, tournaments, concerts."
695,Starion Sports Complex,111 Old Red Trail NE,Mandan,ND,58554,46.8294,-100.8784,Bismarck-Mandan Metro,Indoor,2,,concessions,,,Free,,,,,,Mandan Hockey,,https://mandanparks.com,,,,,,,,,FALSE,(701) 751-6161,,,TRUE,Mandan Parks District. Two NHL sheets. Full programming.
696,VFW Sports Center,1200 N Washington St,Bismarck,ND,58501,46.8254,-100.7784,Bismarck-Mandan Metro,Indoor,2,,concessions,,,Free,,,,,,Bismarck Bobcats (NAHL),,https://bisparks.org,,,,,,,,,FALSE,(701) 222-6580,,,FALSE,"Home of Bismarck Bobcats (NAHL). Two ice rinks. Open November to March. Hockey, figure skating, public skating, curling."
697,Valley City Winter Sports Arena,932 8th Ave SW,Valley City,ND,58072,46.9154,-98.0164,Central North Dakota,Indoor,1,,,,,Free,,,,,,Valley City Hockey,,https://vcparks.com,,,,,,,,,FALSE,(701) 845-3294,,,TRUE,Community rink.
698,Veterans Memorial Arena (West Fargo),1201 7th Ave E,West Fargo,ND,58078,46.8744,-96.8834,Fargo-Moorhead Metro,Indoor,1,,,,,Free,,,,,,West Fargo Hockey,,https://wfparks.org,,,,,,,,,FALSE,(701) 433-5360,,,TRUE,West Fargo Parks District community rink.
699,West Fargo Sports Arena,520 32nd Ave W,West Fargo,ND,58078,46.8604,-96.9154,Fargo-Moorhead Metro,Indoor,2,,,,,Free,,,,,,West Fargo Hockey,,https://wfparks.org,,,,,,,,,FALSE,(701) 356-7630,,,TRUE,West Fargo Parks District. Two NHL sheets.
700,West River Ice Center,1865 Empire Rd,Dickinson,ND,58601,46.8974,-102.7764,Western North Dakota,Indoor,2,,,,,Free,,,,,,Dickinson Hockey,,https://dickinsonparks.org,,,,,,,,,FALSE,(701) 456-2074,,,TRUE,Dickinson Parks District. Two NHL sheets.
701,Wilson Arena,600 3rd St NE,Jamestown,ND,58401,46.9124,-98.7014,Central North Dakota,Indoor,1,,,,,Free,,,,,,Jamestown Hockey,,https://jamestownparksandrec.com,,,,,,,,,FALSE,(701) 252-8088,,,TRUE,Community rink.
702,Campion Rink,393 N Main St,West Lebanon,NH,3784,43.65541,-72.31077,Upper Valley New Hampshire,Indoor,1,,,,,Free,,,,,,Upper Valley Hockey,,https://www.campionrink.org,,,TRUE,,,,,,FALSE,(603) 643-1222,,TRUE,TRUE,Community rink serving the Upper Valley (Lebanon/Hanover area).
703,Delta Dental Arena,311 W River Rd,Hooksett,NH,3106,43.04871,-71.43547,Southern New Hampshire,Indoor,2,,concessions,,,Free,,TRUE,,,,NH Mountain Kings / NH Jr. Monarchs,,https://www.tritownicearena.com,,,TRUE,,,,,,FALSE,(603) 485-1100,,TRUE,TRUE,"78,000 sq ft. Two NHL-size sheets. Opened 1998. North arena renamed Ryan Frew Memorial Rink (2021). Home of NH Mountain Kings. Formerly Tri-Town Ice Arena — renamed Delta Dental Arena Sept 2025 per naming rights with Northeast Delta Dental. ⚠️ CSV listed as 'Tri-Town Ice Arena' — corrected to current name."
704,Dover Ice Arena,110 Portland Ave,Dover,NH,3820,43.19242,-70.87355,Seacoast New Hampshire,Indoor,2,,,,,Free,,,,,,Dover Youth Hockey,,https://www.dover.nh.gov,,,,,,,,,FALSE,(603) 516-6060,,,TRUE,City of Dover two-sheet municipal rink.
705,Ham Arena,87 W Main St,Conway,NH,3818,43.97948,-71.12977,White Mountains New Hampshire,Indoor,1,,concessions,,,Free,,,,,,Mount Washington Valley Youth Hockey,,https://hamarena.com,,,TRUE,,,,,,FALSE,(603) 447-5886,,TRUE,TRUE,Community rink in the Mount Washington Valley. Home of Mount Washington Valley Youth Hockey.
706,JFK Memorial Coliseum,303 Beech St,Manchester,NH,3103,42.98363,-71.45492,Southern New Hampshire,Indoor,1,,,,,Free,,,,,,Manchester Youth Hockey,,https://www.manchesternh.gov,,,,,,,,,FALSE,(603) 624-6565,,,TRUE,City of Manchester municipal rink.
707,Merrill Fay Arena,468 Province Rd,Laconia,NH,3246,43.56694,-71.44563,Lakes Region New Hampshire,Indoor,1,,concessions,,,Free,,,,,,Lakes Region Youth Hockey / Jr. Hawks,,https://www.merrillfayarena.com,,,TRUE,,,,,,FALSE,(603) 528-0789,,TRUE,TRUE,Community rink serving the Lakes Region.
708,Phillips Exeter Academy Rink,20 Main St,Exeter,NH,3833,42.98194,-70.94944,Seacoast New Hampshire,Indoor,1,,,,,Free,,,,,,Phillips Exeter Academy Hockey,,https://www.exeter.edu,,,,,,,,,FALSE,(603) 772-4311,,,TRUE,Prep school rink at Phillips Exeter Academy.
709,Rochester Ice Arena,63 Lowell St,Rochester,NH,3867,43.30389,-70.97862,Southeast New Hampshire,Indoor,1,,,,,Free,,,,,,Rochester Youth Hockey,,https://www.rochesternh.gov,,,,,,,,,FALSE,(603) 335-6740,,,TRUE,City of Rochester municipal rink.
710,Sullivan Arena (Saint Anselm College),100 Saint Anselm Dr,Manchester,NH,3102,42.99092,-71.50752,Southern New Hampshire,Indoor,1,,,,,Free,,,,,,Saint Anselm Hawks (NCAA D2),,https://www.anselm.edu,,,,,,,,,FALSE,(603) 641-7000,,,TRUE,Saint Anselm College arena. Home of Hawks hockey. Public access allowed.
711,The Rinks at Exeter,40 Industrial Dr,Exeter,NH,3833,42.99086,-70.95752,Seacoast New Hampshire,Indoor,2,,concessions,,,Free,,TRUE,,,,Seacoast Hockey,,https://www.exeterrinks.com,,,TRUE,,,,,,FALSE,(603) 775-7423,,TRUE,TRUE,Two-sheet facility serving the Seacoast region.
712,West Side Arena,2 Electric St,Manchester,NH,3102,42.99041,-71.48063,Southern New Hampshire,Indoor,1,,,,,Free,,,,,,Manchester Youth Hockey,,https://www.manchesternh.gov,,,,,,,,,FALSE,(603) 624-6565,,,TRUE,City of Manchester municipal rink. Sister facility to JFK Memorial Coliseum.
713,Atlantic City Skate Zone,501 N Albany Ave,Atlantic City,NJ,8401,39.36492,-74.45133,South Jersey,Indoor,1,,,,,Free,,,,,,Atlantic County Hockey,,https://skatezoneac.com,,,,,,,,,FALSE,(609) 441-1780,,,TRUE,Single-sheet rink in Atlantic City.
714,Bridgewater Sports Arena,1425 Frontier Rd,Bridgewater,NJ,8807,40.57892,-74.61341,Central New Jersey,Indoor,1,,,,,Free,,,,,,Somerset County Hockey,,https://bsaarena.com,,,,,,,,,FALSE,(732) 627-0006,,,TRUE,Single-sheet rink serving central NJ.
715,Clary Anderson Arena,41 Chestnut St,Montclair,NJ,7042,40.81141,-74.21652,Northern New Jersey,Indoor,1,,,,,Free,,,,,,Montclair Hockey,,https://montclairnjusa.org,,,,,,,,,FALSE,(973) 744-6088,,,TRUE,Township of Montclair municipal rink.
716,Flemington Ice Arena,426 Case Blvd,Flemington,NJ,8822,40.512,-74.859,Central New Jersey,Indoor,1,,,,,Free,,,,,,Hunterdon County Hockey,,https://flemingtonicearena.com,,,,,,,,,FALSE,(908) 237-1423,,,TRUE,"Reopened under new management. Public skating, hockey lessons, open skate."
717,Flyers Skate Zone,601 Laurel Oak Rd,Voorhees,NJ,8043,39.84492,-74.95833,South Jersey,Indoor,2,,concessions,,,Free,,TRUE,,,,Philadelphia Flyers / South Jersey Hockey,,https://flyersskatezone.com,,,TRUE,,,,,,FALSE,(856) 309-4400,,TRUE,TRUE,Official training facility of the Philadelphia Flyers (NHL). Two sheets. Full hockey programming for all ages. Elite player development.
718,Fritz Dietl Ice Rink,639 Broadway,Westwood,NJ,7675,40.99152,-74.03341,Northern New Jersey,Indoor,1,,,,,Free,,,,,,Bergen County Hockey,,https://fritzdietl.com,,,,,,,,,FALSE,(201) 664-9812,,,TRUE,Historic single-sheet rink.
719,Hollydell Ice Arena,601 Holly Dell Dr,Sewell,NJ,8080,39.76092,-75.12833,South Jersey,Indoor,3,,concessions,,,Free,,TRUE,,,,South Jersey Hockey,,https://hollydell.com,,,TRUE,,,,,,FALSE,(856) 589-5599,,TRUE,TRUE,"Three sheets: CDM rink, Futures rink, and NHL rink (Hollydell North for public skating). Full hockey programming and figure skating."
720,Howell Ice Arena,269 Squankum Rd,Howell,NJ,7731,40.15792,-74.19533,Central New Jersey,Indoor,1,,,,,Free,,,,,,Monmouth County Hockey,,https://howellicearena.com,,,,,,,,,FALSE,(732) 919-7800,,,TRUE,Single-sheet rink.
721,Ice House,111 Midtown Bridge Approach,Hackensack,NJ,7601,40.88396,-74.04052,Northern New Jersey,Indoor,4,,concessions,,,Free,,TRUE,10,,,NYC Metro / NJ Hockey,,https://icehousenj.com,,,TRUE,,,,,,FALSE,(201) 487-8444,,TRUE,TRUE,"Largest ice facility in the Tri-State Area. Four NHL-regulation sheets on two levels. Home of numerous elite figure skaters including Sarah Hughes, Tara Lipinski, Oksana Baiul, Sasha Cohen. Major NHL-caliber hockey development. One of the largest hockey/skating pro shops in NJ. ⚠️ Previously entered with city=Englewood — corrected to Hackensack."
722,Ice Land Skating Center,6 Tennis Ct,Hamilton Township,NJ,8619,40.235,-74.751,Central New Jersey,Indoor,2,,concessions,,,Free,,TRUE,,,,Mercer Chiefs,,https://www.ice-land.com,,,TRUE,,,,,,FALSE,(609) 588-6672,,TRUE,TRUE,"Black Bear Sports Group operated. Opened 1990. 68,860 sq ft. Two NHL-sized sheets. JS Cafe on-site. Home of Mercer Chiefs Tier II hockey. Full programming: public skating, hockey leagues, tournaments, lessons. ⚠️ Briefing described as 1 sheet — corrected to 2 NHL sheets per official website."
723,Ice Vault Arena,10 Nevins Rd,Wayne,NJ,7470,40.94741,-74.25433,Northern New Jersey,Indoor,2,,concessions,,,Free,,TRUE,11,,,Jersey Hitmen / NJ Bandits / NJ Outlaws,,https://icevault.com,,,TRUE,,,,,,FALSE,(973) 628-1500,,TRUE,TRUE,"Two-sheet year-round facility. Home of Jersey Hitmen, NJ Bandits, NJ Outlaws. $11 adults, $9 children, $4 skate rental. Skating lessons, freestyle, public skating, camps, clinics, youth leagues, tournaments, adult hockey."
724,Jersey Shore Arena,1215 Wyckoff Rd,Wall,NJ,7727,40.19841,-74.11252,Central New Jersey,Indoor,3,,concessions,,,Free,,TRUE,,,,Jersey Shore Hockey,,https://jerseyshorearena.com,,,TRUE,,,,,,FALSE,(732) 919-7070,,TRUE,TRUE,"Three-sheet facility. DJ Skate nights, teen-friendly events. Full hockey programming."
725,Mackay Ice Rink,130 W Englewood Ave,Englewood,NJ,7631,40.89241,-73.98177,Northern New Jersey,Indoor,1,,,,,Free,,,,,,Englewood Hockey,,https://englewoodnj.org,,,,,,,,,FALSE,(201) 871-6637,,,TRUE,"City of Englewood municipal rink. Public sessions, lessons, stick time, hockey. ⚠️ CSV phone (201) 568-3133 — corrected to (201) 871-6637 per NJ Family directory."
726,Middletown Sports Complex,6 Timber Ln,Middletown,NJ,7748,40.40641,-74.11752,Central New Jersey,Indoor,3,,concessions,,,Free,,TRUE,,,,Middletown Hockey,,https://middletownsportscomplex.com,,,TRUE,,,,,,FALSE,(732) 856-9700,,TRUE,TRUE,Three-sheet facility. ⚠️ CSV address 214 Harmony Rd — corrected to 6 Timber Ln per NJ Mom directory.
727,Montclair State University Ice Arena,1 Arena Dr,Little Falls,NJ,7424,40.86869,-74.19738,Northern New Jersey,Indoor,1,,,,,Paid,,,,,,Montclair State Red Hawks Hockey,,https://montclair.edu,,,,,,,,,FALSE,(973) 746-7744,,,TRUE,"Montclair State University arena. Public programs include open skate, stick & puck, open hockey. ⚠️ CSV phone (973) 655-5112 — corrected to (973) 746-7744 per NJ Family directory."
728,Ocean Ice Palace,197 Chambers Bridge Rd,Brick,NJ,8723,40.07092,-74.13733,Central New Jersey,Indoor,1,,,,,Free,,,,,,Ocean County Hockey,,https://oceanhockey.com,,,,,,,,,FALSE,(732) 477-4411,,,TRUE,Single-sheet rink in Ocean County.
729,Old Bridge Ice Skating Arena,1 Old Bridge Plaza,Old Bridge,NJ,8857,40.416,-74.325,Central New Jersey,Indoor,1,,,,,Free,,,,,,Middlesex County Hockey,,,,,,,,,,,FALSE,(732) 607-7971,,,TRUE,⚠️ Website unverified.
730,ProSkate Ice Arena,1000 Cornwall Rd,Monmouth Junction,NJ,8852,40.392,-74.548,Central New Jersey,Indoor,2,,concessions,,,Free,,TRUE,,,,Mercer Chiefs / Princeton Tiger Lilies,,https://www.proskatenj.com,,,TRUE,,,,,,FALSE,(732) 940-6400,,TRUE,TRUE,"75,804 sq ft. Opened 2000. 800,000+ annual visitors. One NHL + one Olympic sheet. Tony Loco's Snack Bar. Home of Mercer Chiefs Tier II Hockey and Princeton Tiger Lilies Hockey Club. Full programming, drop-ins, leagues, camps."
731,Red Bank Armory Ice Complex,76 Chestnut St,Red Bank,NJ,7701,40.356,-74.067,Central New Jersey,Indoor,1,,,,,Free,,,,,,Monmouth County Hockey,,,,,,,,,,,FALSE,(732) 450-9001,,,TRUE,"Historic military armory converted to ice rink. Figure skating, ice hockey, public skating. Off-ice training center with turf and equipment. ⚠️ Website unverified."
732,Richard J. Codey Arena,560 Northfield Ave,West Orange,NJ,7052,40.77096,-74.27955,Northern New Jersey,Indoor,2,,concessions,,,Free,,,,,,Essex County Hockey,,https://essexcountyparks.org,,,TRUE,,,,,,FALSE,(973) 731-3828,,TRUE,TRUE,Essex County Parks two-sheet facility. Full hockey programming. Learn-to-Skate program ranked among best in country. Former Olympic-level instructors on staff.
